ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback
QRGNOR,Zupps,Oklahoma,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2020,6900,54742,115,2018-08-25,Un Sold,1970-01-01,5450,0,0,Rithvik,2,0,Excellent
ZGPRG5,Zupps,Florida,Etriga,Maruti,Hatchback,White,Automatic,4,5,Diesel,2018,6700,51272,103,2016-08-11,Un Sold,1970-01-01,4892,0,0,Supriya,1,0,Good
ZYY7NC,Trust,Columbus,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Electric,2017,8700,81711,100,2021-02-22,Sold,2024-06-07,7404,8428,14,Vishwajeet,3,205,Average
LY2DGF,Carsome,Texas,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Petrol,2018,8100,36074,120,2017-12-27,Un Sold,1970-01-01,7268,0,0,Krishna,4,0,Good
I819OD,Carousell,New York,Kags,Renault,SUV,Gray,Automatic,7,5,Hybrid,2019,9000,59481,175,2022-12-20,Un Sold,1970-01-01,8500,0,0,Pranav,2,0,Poor
UXWW1T,Trivett,California,Kags,Renault,SUV,Red,Automatic,7,5,Diesel,2023,7700,40574,175,2015-10-11,Un Sold,1970-01-01,6854,0,0,Krishna,4,0,Good
BIDQ07,Marchi,Utah,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2023,9100,21838,175,2020-07-15,Un Sold,1970-01-01,8190,0,0,Anushka,5,0,Good
V6U728,Olx,Detroit,Kags,Renault,SUV,Red,Automatic,7,5,Hybrid,2015,9400,6262,175,2017-07-25,Un Sold,1970-01-01,8190,0,0,Swathi,5,0,Average
FMN0ZP,Carmudi,Chicago,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Hybrid,2015,7900,26419,103,2023-12-07,Un Sold,1970-01-01,6339,0,0,Vishwajeet,1,0,Good
DIQDMH,Ahg,Madison,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Diesel,2018,7200,49711,100,2017-01-10,Sold,2023-04-01,5879,5839,-1,Shiva,2,0,Excellent
EH5BT4,Nufor,Florida,Thar,Mahindra,SUV,White,Manual,5,3,Hybrid,2016,9300,1394,130,2018-07-03,Un Sold,1970-01-01,7420,0,0,Shruthi,5,0,Excellent
JWVNFV,Zupps,Detroit,Kags,Renault,SUV,Red,Manual,7,5,Hybrid,2024,8500,65232,175,2018-09-15,Un Sold,1970-01-01,6894,0,0,Supriya,4,0,Excellent
PLKDTF,Carmix,Portland,Scorpio,Mahindra,SUV,Black,Manual,5,5,Hybrid,2023,8600,64106,120,2018-06-30,Un Sold,1970-01-01,7179,0,0,Aarush,1,0,Average
G2L37O,APE,Chicago,Swift,Maruti,Sedan,Black,Automatic,5,4,Diesel,2021,6900,83188,115,2018-09-14,Un Sold,1970-01-01,6187,0,0,Preeti,3,0,Excellent
I28QXL,Carro,Tucson,Swift,Maruti,Sedan,Gray,Manual,5,4,Diesel,2024,6600,89707,115,2015-11-09,Un Sold,1970-01-01,4760,0,0,Shiva,3,0,Average
NGE2UH,Knox,Detroit,Swift,Maruti,Sedan,Blue,Manual,5,4,Petrol,2023,6600,23961,115,2016-05-09,Un Sold,1970-01-01,4850,0,0,Vihaan,4,0,Average
OL4XR3,Sobri,Florida,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2024,8500,23421,120,2024-11-16,Un Sold,1970-01-01,6642,0,0,Pranav,3,0,Excellent
O61HCI,Carsome,Texas,Dzire,Maruti,Sedan,White,Automatic,5,5,Petrol,2021,6800,17205,100,2018-05-07,Sold,2023-03-31,4839,3663,-24,Vihaan,1,0,Excellent
F1USMY,Sobri,Columbus,Dzire,Maruti,Sedan,Blue,Manual,5,5,Diesel,2018,7200,1609,100,2018-08-11,Sold,2021-07-28,6064,4944,-18,Aditya,4,0,Good
EZC6WS,Cars24,Detroit,Hilux,Toyota,Truck,Gray,Manual,4,2,Diesel,2019,7600,19470,200,2015-06-18,Un Sold,1970-01-01,7099,0,0,Sai,3,0,Excellent
HKTEUO,Motor,San Jose,i20,Hyundai,Hatchback,Black,Automatic,4,5,Electric,2024,7500,97671,120,2018-12-21,Un Sold,1970-01-01,6724,0,0,Hariom,1,0,Average
OWANVL,Trust,Oklahoma,Plato,Prazo,Convertible,Black,Automatic,2,2,Electric,2018,10600,98697,250,2020-10-30,Sold,2022-04-05,8636,9584,11,Aarush,5,190,Average
YIDJ98,Zupps,California,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Hybrid,2015,9400,13337,200,2016-08-18,Un Sold,1970-01-01,8061,0,0,Supriya,2,0,Good
5HUVV4,Carmudi,North Carolina,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2016,8800,49794,200,2023-01-22,Un Sold,1970-01-01,7310,0,0,Shiva,1,0,Excellent
OJK6HP,Knox,Columbus,Thar,Mahindra,SUV,Black,Manual,5,3,Petrol,2024,7500,85140,130,2017-04-01,Sold,2023-12-15,6834,7231,6,Shailaja,1,79,Average
W8RR3K,Sobri,Utah,Swift,Maruti,Sedan,Gray,Manual,5,4,Petrol,2016,7300,83881,115,2019-08-14,Un Sold,1970-01-01,5301,0,0,Aditya,1,0,Good
S1BYG6,Automart,Chicago,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Hybrid,2017,7700,70637,150,2015-04-02,Un Sold,1970-01-01,6260,0,0,Aarush,2,0,Good
KMWBQU,Kamkar,North Carolina,Fortuner,Toyota,SUV,White,Manual,8,5,Petrol,2018,8100,53059,200,2018-01-18,Un Sold,1970-01-01,6243,0,0,Aditya,5,0,Good
YSUQGH,Carmudi,New York,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Electric,2017,8200,66781,113,2015-04-14,Un Sold,1970-01-01,6551,0,0,Krishna,5,0,Good
KYQ35G,Trivett,Chicago,Seltos,Kia,Hatchback,White,Manual,5,5,Electric,2017,8200,74416,150,2018-12-20,Un Sold,1970-01-01,6957,0,0,Rithvik,5,0,Good
MHZGMG,Trivett,Oklahoma,Plato,Prazo,Convertible,Red,Manual,2,2,Hybrid,2016,10300,14445,250,2016-02-12,Sold,2020-10-30,9713,9537,-2,Shiva,3,0,Average
7A4R55,Olx,Portland,Hilux,Toyota,Truck,Blue,Automatic,4,2,Electric,2024,8500,41095,200,2019-08-23,Un Sold,1970-01-01,7320,0,0,Shruthi,1,0,Excellent
SVP93Z,Carro,Denver,Plato,Prazo,Convertible,Red,Manual,2,2,Hybrid,2017,10200,35342,250,2022-01-09,Un Sold,1970-01-01,8231,0,0,Krishna,4,0,Good
HIE6HV,Sobri,Philadelphia,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Hybrid,2016,9300,53356,120,2022-05-15,Un Sold,1970-01-01,7612,0,0,Sweta,2,0,Excellent
NRN7KW,Oto,San Jose,Plato,Prazo,Convertible,Blue,Manual,2,2,Diesel,2024,8600,24599,250,2015-12-24,Un Sold,1970-01-01,7046,0,0,Hariom,4,0,Good
GVX926,Knox,Texas,Thar,Mahindra,SUV,Red,Manual,5,3,Hybrid,2016,9300,12612,130,2018-08-28,Sold,2020-04-29,8754,9986,14,Rithvik,1,246,Excellent
OSOR0A,Knox,Oklahoma,Dzire,Maruti,Sedan,White,Automatic,5,5,Diesel,2015,7500,22083,100,2017-09-09,Un Sold,1970-01-01,6700,0,0,Shiva,1,0,Poor
OJFK7X,Cars24,Madison,Yodha,Tata,Truck,White,Automatic,3,2,Electric,2015,9400,22731,100,2016-03-19,Sold,2021-12-08,7486,8424,13,Pranav,3,188,Good
M6ER1B,Carousell,Texas,Swift,Maruti,Sedan,Blue,Automatic,5,4,Hybrid,2024,7500,11582,115,2017-02-27,Un Sold,1970-01-01,6376,0,0,Dhruv,4,0,Excellent
8LVO00,Marchi,Texas,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Electric,2023,8100,65588,100,2019-07-25,Un Sold,1970-01-01,6111,0,0,Shruthi,4,0,Excellent
4XBIGU,Zupps,Philadelphia,i20,Hyundai,Hatchback,Red,Manual,4,5,Electric,2016,8300,38758,120,2015-11-08,Un Sold,1970-01-01,7187,0,0,Ram,4,0,Good
JL8ND8,Knox,Tucson,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Hybrid,2018,9100,31724,120,2017-03-19,Sold,2020-10-06,8002,7681,-4,Swathi,1,0,Good
6LK8Y0,APE,Denver,Scorpio,Mahindra,SUV,White,Manual,5,5,Hybrid,2024,8500,17838,120,2019-10-01,Un Sold,1970-01-01,7503,0,0,Aarush,5,0,Good
YOYNP3,Trust,Tucson,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Electric,2016,8300,52259,150,2023-07-31,Un Sold,1970-01-01,6455,0,0,Shruthi,1,0,Excellent
38DWN9,Oto,Tucson,Plato,Prazo,Convertible,Red,Manual,2,2,Hybrid,2018,10100,22248,250,2023-07-06,Un Sold,1970-01-01,9027,0,0,Vihaan,2,0,Excellent
CKA8MY,Carmix,San Jose,Creta,Hyundai,Hatchback,Black,Manual,5,5,Diesel,2021,6400,45909,113,2018-09-29,Un Sold,1970-01-01,4948,0,0,Pavan,2,0,Average
CW3B2I,Knox,Columbus,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2019,8000,42873,120,2020-04-02,Un Sold,1970-01-01,7392,0,0,Pavan,5,0,Average
25KL41,Skipper,New York,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2023,6200,93523,113,2020-09-12,Sold,2024-09-14,4807,5380,12,Anushka,1,115,Excellent
RNAKEO,Automart,California,Etriga,Maruti,Hatchback,Red,Manual,4,5,Petrol,2019,6500,58100,103,2019-10-30,Un Sold,1970-01-01,4634,0,0,Dhruv,4,0,Excellent
KWZSRO,Carsome,Columbus,Plato,Prazo,Convertible,White,Automatic,2,2,Electric,2023,10100,65660,250,2015-08-28,Un Sold,1970-01-01,8958,0,0,Shruthi,2,0,Poor
JBR58N,Zupps,Denver,Plato,Prazo,Convertible,Black,Manual,2,2,Hybrid,2020,9900,28865,250,2021-08-03,Sold,2021-10-20,8068,9292,15,Pranav,3,245,Good
P1AZFS,Skipper,North Carolina,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Electric,2015,9900,87705,120,2015-12-26,Sold,2023-10-09,9085,7942,-13,Dhruv,4,0,Excellent
3Y5JRT,Skipper,Tucson,Kags,Renault,SUV,White,Automatic,7,5,Diesel,2019,8100,62604,175,2021-01-10,Un Sold,1970-01-01,7340,0,0,Preeti,4,0,Poor
9MZKHN,APE,California,Yodha,Tata,Truck,Black,Manual,3,2,Electric,2022,8700,51374,100,2017-11-21,Un Sold,1970-01-01,6845,0,0,Preeti,2,0,Average
L3VSEW,Sobri,Chicago,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2018,9200,84889,250,2023-09-10,Un Sold,1970-01-01,7993,0,0,Aarush,2,0,Good
3DYH8Q,Carmix,Utah,Yodha,Tata,Truck,White,Manual,3,2,Hybrid,2024,8000,31318,100,2024-01-06,Un Sold,1970-01-01,6190,0,0,Shruthi,5,0,Average
495N11,Carmudi,North Carolina,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Diesel,2015,7000,26098,103,2020-12-18,Un Sold,1970-01-01,5028,0,0,Anushka,5,0,Good
8EI9WR,Olx,New York,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2017,7700,18693,200,2021-01-22,Sold,2022-07-25,6476,6154,-5,Karan,4,0,Average
PL06UP,Ahg,Portland,Etriga,Maruti,Hatchback,White,Automatic,4,5,Petrol,2021,6300,23173,103,2017-12-31,Un Sold,1970-01-01,5742,0,0,Preeti,5,0,Good
EPA7FD,Automart,Chicago,Dzire,Maruti,Sedan,White,Manual,5,5,Petrol,2024,6500,29238,100,2018-01-07,Un Sold,1970-01-01,4552,0,0,Supriya,5,0,Good
99RY8F,Nufor,Columbus,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Diesel,2018,8200,79504,120,2022-04-01,Un Sold,1970-01-01,6754,0,0,Aditya,3,0,Poor
MQHJAQ,Zupps,Tucson,Kags,Renault,SUV,Gray,Manual,7,5,Petrol,2016,8300,88296,175,2020-04-14,Un Sold,1970-01-01,6835,0,0,Rithvik,2,0,Average
JYJF75,Cars24,Chicago,Yodha,Tata,Truck,Gray,Manual,3,2,Hybrid,2020,8400,88579,100,2016-01-19,Un Sold,1970-01-01,7167,0,0,Narayan,3,0,Excellent
T8VAKU,Cars24,Columbus,i20,Hyundai,Hatchback,Black,Manual,4,5,Hybrid,2022,7200,44831,120,2023-10-26,Un Sold,1970-01-01,6620,0,0,Shailaja,5,0,Good
VX388B,Carsome,Columbus,Hilux,Toyota,Truck,Red,Automatic,4,2,Electric,2023,8600,48811,200,2018-12-11,Un Sold,1970-01-01,6670,0,0,Ram,2,0,Excellent
6N3Z84,Trivett,Philadelphia,Creta,Hyundai,Hatchback,White,Manual,5,5,Electric,2015,8400,42338,113,2015-09-03,Un Sold,1970-01-01,7577,0,0,Swathi,2,0,Excellent
BYUNRJ,Motor,Texas,Swift,Maruti,Sedan,Red,Automatic,5,4,Electric,2022,8200,13531,115,2020-03-13,Un Sold,1970-01-01,6282,0,0,Krishna,3,0,Good
3KYVGD,Ahg,Texas,Kags,Renault,SUV,Gray,Manual,7,5,Electric,2020,9400,70442,175,2024-03-06,Un Sold,1970-01-01,8321,0,0,Bhavani,3,0,Good
8LUYI0,Kamkar,Utah,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2016,8800,51930,100,2022-05-05,Un Sold,1970-01-01,6913,0,0,Shiva,4,0,Excellent
EV1J83,Trust,Utah,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Hybrid,2021,7300,16747,103,2021-10-22,Un Sold,1970-01-01,6118,0,0,Swapna,1,0,Poor
XVYY8M,Cars24,Detroit,Creta,Hyundai,Hatchback,Black,Manual,5,5,Electric,2023,7600,57194,113,2020-06-14,Un Sold,1970-01-01,6367,0,0,Pranav,2,0,Excellent
5X37P1,Carmudi,San Jose,Thar,Mahindra,SUV,White,Automatic,5,3,Hybrid,2023,8600,35578,130,2023-11-14,Sold,2024-09-06,8052,7542,-6,Hariom,3,0,Good
RV0GFS,Marchi,Oklahoma,Scorpio,Mahindra,SUV,Black,Manual,5,5,Hybrid,2022,8700,62376,120,2017-09-11,Un Sold,1970-01-01,7820,0,0,Shailaja,4,0,Good
PEFWAZ,Motor,Texas,Kags,Renault,SUV,Red,Automatic,7,5,Hybrid,2020,8900,43757,175,2020-01-17,Sold,2023-01-23,8125,8254,2,Vishwajeet,5,26,Good
X1W7YL,Carsome,Tucson,Thar,Mahindra,SUV,Blue,Automatic,5,3,Electric,2018,9600,21140,130,2023-10-04,Un Sold,1970-01-01,8596,0,0,Hariom,5,0,Good
2SFY7V,Carro,Utah,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Diesel,2021,6400,30692,103,2018-03-17,Un Sold,1970-01-01,5237,0,0,Aditya,4,0,Average
REVF4I,Automart,Columbus,Plato,Prazo,Convertible,Gray,Automatic,2,2,Petrol,2015,9400,28579,250,2019-03-25,Un Sold,1970-01-01,7817,0,0,Pranav,2,0,Poor
8RJ00E,Trivett,Detroit,Seltos,Kia,Hatchback,Blue,Manual,5,5,Electric,2017,8200,41749,150,2018-11-14,Un Sold,1970-01-01,6427,0,0,Shailaja,2,0,Average
XCD8KK,Carmudi,San Jose,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Petrol,2022,6200,85403,150,2015-10-01,Un Sold,1970-01-01,4490,0,0,Narayan,1,0,Excellent
UP4VRD,Marchi,Utah,Kags,Renault,SUV,Red,Automatic,7,5,Petrol,2021,7800,67064,175,2022-09-20,Un Sold,1970-01-01,7171,0,0,Ram,4,0,Excellent
9GPIAX,Zupps,California,Thar,Mahindra,SUV,Blue,Manual,5,3,Diesel,2015,8500,10191,130,2023-03-03,Un Sold,1970-01-01,7847,0,0,Supriya,4,0,Good
LKC9DB,Carsome,New York,Thar,Mahindra,SUV,Black,Automatic,5,3,Hybrid,2023,8600,14692,130,2021-08-08,Sold,2022-01-04,6780,7473,10,Sai,2,139,Excellent
MP4TR0,Carsome,Detroit,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Electric,2022,7700,10965,113,2016-12-17,Un Sold,1970-01-01,5700,0,0,Rithvik,1,0,Excellent
U5LKT3,Carousell,North Carolina,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Electric,2021,7800,37407,103,2024-10-31,Sold,2024-10-30,6840,6949,2,Sweta,3,22,Excellent
V9PBY6,Trust,North Carolina,Kags,Renault,SUV,White,Automatic,7,5,Hybrid,2017,9200,28787,175,2024-07-19,Sold,2024-08-19,7881,7771,-1,Narayan,4,0,Excellent
5EK07I,Trivett,North Carolina,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Petrol,2021,6300,43575,103,2024-01-10,Un Sold,1970-01-01,4373,0,0,Shiva,3,0,Good
XCTD58,Oto,Detroit,Creta,Hyundai,Hatchback,Gray,Automatic,5,5,Electric,2015,8400,27560,113,2021-03-14,Un Sold,1970-01-01,7233,0,0,Swathi,2,0,Good
7LKGMF,Carmudi,Madison,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Electric,2024,9000,14629,120,2023-11-18,Un Sold,1970-01-01,7157,0,0,Hariom,5,0,Poor
MUC6XP,Carmix,New York,Hilux,Toyota,Truck,Red,Automatic,4,2,Diesel,2022,7300,45574,200,2022-06-09,Un Sold,1970-01-01,6209,0,0,Supriya,2,0,Good
7NNXBM,Zupps,North Carolina,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Electric,2024,9000,30332,200,2019-06-21,Un Sold,1970-01-01,8396,0,0,Preeti,1,0,Good
SBW6X4,Motor,Madison,Hilux,Toyota,Truck,Black,Manual,4,2,Hybrid,2024,8000,16527,200,2019-02-26,Sold,2019-03-14,7139,8619,21,Shruthi,2,296,Excellent
YLN6YY,Trivett,Oklahoma,Fortuner,Toyota,SUV,Red,Automatic,8,5,Electric,2015,9900,5882,200,2017-07-21,Un Sold,1970-01-01,8994,0,0,Krishna,3,0,Excellent
BKMVQL,Carmudi,Tucson,Swift,Maruti,Sedan,White,Automatic,5,4,Electric,2023,8100,38543,115,2022-08-31,Un Sold,1970-01-01,7559,0,0,Swapna,3,0,Good
3W593M,Cars24,Utah,Plato,Prazo,Convertible,Red,Manual,2,2,Electric,2023,10100,32077,250,2024-02-15,Un Sold,1970-01-01,8712,0,0,Rithvik,1,0,Excellent
X6XX7E,Trust,Columbus,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Diesel,2016,8400,60452,120,2021-11-28,Un Sold,1970-01-01,7416,0,0,Swathi,2,0,Average
LX1682,Oto,Texas,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Diesel,2023,6700,9327,100,2019-11-29,Sold,2022-07-13,5184,5297,2,Shailaja,2,23,Average
K23WL3,Olx,Chicago,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Hybrid,2023,7100,4384,120,2021-10-29,Un Sold,1970-01-01,5327,0,0,Dhruv,2,0,Good
6ZIDKW,Carmix,Portland,Dzire,Maruti,Sedan,Blue,Manual,5,5,Diesel,2019,7100,8242,100,2018-04-03,Un Sold,1970-01-01,5645,0,0,Aarush,3,0,Excellent
YYFP4Q,Carro,Columbus,Hilux,Toyota,Truck,Gray,Manual,4,2,Petrol,2016,7800,69569,200,2022-10-01,Un Sold,1970-01-01,6285,0,0,Sweta,2,0,Good
FSDKT0,Marchi,New York,Dzire,Maruti,Sedan,Red,Manual,5,5,Petrol,2017,7200,63056,100,2018-06-07,Un Sold,1970-01-01,6407,0,0,Rithvik,3,0,Excellent
7Q04UJ,Oto,Columbus,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2015,6900,61275,103,2019-11-19,Sold,2024-06-16,6167,6904,12,Swapna,2,147,Excellent
0QSOBB,Carsome,New York,Fortuner,Toyota,SUV,Blue,Manual,8,5,Petrol,2016,8300,30787,200,2021-02-01,Sold,2023-12-12,6584,5595,-15,Shiva,2,0,Excellent
Q2RJT4,Trivett,California,Creta,Hyundai,Hatchback,Red,Manual,5,5,Diesel,2019,6600,11099,113,2021-07-07,Sold,2024-10-13,5331,4602,-14,Hariom,1,0,Good
X496LI,Sobri,Madison,Seltos,Kia,Hatchback,Blue,Manual,5,5,Electric,2020,7900,6164,150,2020-10-13,Un Sold,1970-01-01,6910,0,0,Aarush,3,0,Excellent
G26EN7,Cars24,Philadelphia,Creta,Hyundai,Hatchback,Red,Manual,5,5,Petrol,2015,6900,42107,113,2024-10-28,Un Sold,1970-01-01,5184,0,0,Dhruv,1,0,Excellent
UT5KRA,Knox,California,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2015,8900,36943,200,2020-11-15,Un Sold,1970-01-01,7843,0,0,Shailaja,5,0,Average
K9PLN6,Cars24,North Carolina,i20,Hyundai,Hatchback,Red,Automatic,4,5,Electric,2021,7800,26516,120,2021-03-08,Sold,2023-06-02,6011,6748,12,Arjuna,2,147,Good
RJIRFH,Skipper,Philadelphia,Etriga,Maruti,Hatchback,White,Automatic,4,5,Electric,2019,8000,47492,103,2019-01-04,Un Sold,1970-01-01,6011,0,0,Aditya,2,0,Good
XCYCGU,Knox,Tucson,Kags,Renault,SUV,Red,Manual,7,5,Electric,2017,9700,35412,175,2022-01-07,Un Sold,1970-01-01,8418,0,0,Shruthi,1,0,Excellent
OI7YZI,Knox,Philadelphia,Hilux,Toyota,Truck,Red,Manual,4,2,Petrol,2024,7000,35801,200,2015-10-17,Un Sold,1970-01-01,5692,0,0,Krishna,1,0,Good
3ES9P7,APE,Tennessee,Swift,Maruti,Sedan,Blue,Manual,5,4,Petrol,2021,6800,35784,115,2020-09-02,Sold,2023-09-23,5684,4698,-17,Pavan,1,0,Excellent
RIXPLN,Trust,Denver,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2022,8200,95856,100,2024-11-16,Un Sold,1970-01-01,7031,0,0,Hariom,3,0,Excellent
W946UJ,Carro,Philadelphia,Swift,Maruti,Sedan,Gray,Manual,5,4,Diesel,2021,6900,47026,115,2024-10-13,Un Sold,1970-01-01,5835,0,0,Vihaan,4,0,Good
F48456,Carro,New York,Seltos,Kia,Hatchback,Blue,Manual,5,5,Electric,2021,7800,54632,150,2024-01-31,Un Sold,1970-01-01,5867,0,0,Vishwajeet,3,0,Excellent
JJJVIL,Skipper,Detroit,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Electric,2015,8400,63359,113,2015-04-10,Un Sold,1970-01-01,7238,0,0,Sai,2,0,Excellent
VY0NGP,Oto,Utah,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Electric,2016,8300,6152,103,2024-03-23,Sold,2024-11-05,6728,5834,-13,Krishna,5,0,Average
E5YP8G,Kamkar,Tucson,Creta,Hyundai,Hatchback,Black,Manual,5,5,Electric,2019,8000,3445,113,2016-11-28,Sold,2018-03-24,6620,5875,-11,Krishna,5,0,Good
H8ZDIU,Zupps,Columbus,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Diesel,2020,6500,25730,113,2024-01-12,Un Sold,1970-01-01,5417,0,0,Krishna,2,0,Excellent
GZ0PPD,Marchi,Chicago,Creta,Hyundai,Hatchback,Red,Manual,5,5,Electric,2024,7500,56884,113,2021-05-30,Un Sold,1970-01-01,5841,0,0,Vihaan,3,0,Poor
KVNUF6,Carro,Philadelphia,Plato,Prazo,Convertible,Blue,Manual,2,2,Electric,2020,10400,65454,250,2020-03-26,Un Sold,1970-01-01,8657,0,0,Ram,3,0,Excellent
UE651G,Olx,Philadelphia,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2015,7900,36381,100,2018-11-25,Sold,2019-08-10,6135,7506,22,Arjuna,1,274,Average
26UPDV,Motor,Philadelphia,Seltos,Kia,Hatchback,Blue,Manual,5,5,Diesel,2015,7000,69848,150,2022-05-25,Sold,2023-08-28,5817,5814,0,Karan,3,0,Excellent
BBA65G,Ahg,Florida,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Electric,2020,9400,45831,120,2024-04-23,Sold,2024-04-09,8438,7305,-13,Sweta,2,0,Average
D04G0E,Nufor,North Carolina,Seltos,Kia,Hatchback,Black,Automatic,5,5,Electric,2015,8400,25195,150,2017-07-04,Sold,2023-12-08,6806,5626,-17,Ram,4,0,Good
T5VD22,Cars24,Utah,Scorpio,Mahindra,SUV,Red,Manual,5,5,Diesel,2020,8000,66953,120,2017-03-29,Un Sold,1970-01-01,6642,0,0,Ram,3,0,Average
3NY2UU,Cars24,Oklahoma,Swift,Maruti,Sedan,Blue,Automatic,5,4,Electric,2022,8200,10250,115,2015-07-14,Un Sold,1970-01-01,6356,0,0,Sai,2,0,Excellent
HKSLPA,Carmix,New York,Yodha,Tata,Truck,Gray,Manual,3,2,Electric,2023,8600,14554,100,2021-09-06,Un Sold,1970-01-01,7618,0,0,Preeti,5,0,Excellent
3XDWO6,Oto,New York,Dzire,Maruti,Sedan,Blue,Manual,5,5,Electric,2024,8000,13538,100,2021-12-27,Un Sold,1970-01-01,6374,0,0,Rithvik,1,0,Good
EI85BY,Trust,Philadelphia,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2023,8600,28202,130,2023-10-13,Un Sold,1970-01-01,7986,0,0,Aarush,1,0,Average
UUFKLM,Sobri,Texas,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2023,7600,55599,100,2020-12-24,Un Sold,1970-01-01,6612,0,0,Vihaan,2,0,Good
81ZNY3,Motor,Philadelphia,Yodha,Tata,Truck,Blue,Manual,3,2,Electric,2017,9200,77724,100,2022-11-14,Un Sold,1970-01-01,8584,0,0,Arjuna,4,0,Poor
1ID5B9,APE,Tennessee,Dzire,Maruti,Sedan,Blue,Manual,5,5,Electric,2023,8100,32750,100,2021-06-05,Un Sold,1970-01-01,7231,0,0,Narayan,2,0,Excellent
TYZLBI,Carro,San Jose,Kags,Renault,SUV,White,Manual,7,5,Petrol,2015,8400,77543,175,2023-04-14,Un Sold,1970-01-01,7656,0,0,Narayan,4,0,Average
M6IPGD,Kamkar,North Carolina,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Hybrid,2017,7700,55550,113,2018-04-27,Sold,2019-03-20,6252,5506,-12,Rithvik,3,0,Poor
Y8KUKK,Ahg,Detroit,Hilux,Toyota,Truck,Gray,Automatic,4,2,Diesel,2018,7700,33015,200,2018-04-11,Un Sold,1970-01-01,6631,0,0,Preeti,1,0,Excellent
HGOOJZ,APE,North Carolina,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2018,8600,45369,200,2021-01-07,Un Sold,1970-01-01,8026,0,0,Pranav,1,0,Good
QDDQ6M,Marchi,Denver,Etriga,Maruti,Hatchback,Red,Manual,4,5,Diesel,2022,6300,5883,103,2021-06-21,Un Sold,1970-01-01,5145,0,0,Swapna,2,0,Good
3WWDNP,Sobri,Tennessee,Seltos,Kia,Hatchback,Red,Automatic,5,5,Petrol,2022,6200,54546,150,2019-03-18,Un Sold,1970-01-01,4796,0,0,Aarush,4,0,Good
U87YXX,Knox,North Carolina,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Petrol,2022,7700,35930,120,2022-02-21,Un Sold,1970-01-01,6973,0,0,Hariom,5,0,Excellent
ZD340Q,Nufor,Florida,Thar,Mahindra,SUV,Blue,Automatic,5,3,Petrol,2022,7700,22177,130,2018-06-13,Un Sold,1970-01-01,6821,0,0,Swapna,5,0,Excellent
